image_index,class_index,class_name,simple_prompt,complex_prompt
3444,1,automobile,a bright photo of a automobile.,a black and white photo of the modern automobile.
3445,4,deer,a close-up photo of a deer.,a bad photo of a strange deer.
3446,2,bird,a small photo of the bird.,a bad photo of a cute bird.
3447,3,cat,a bad photo of a cat.,a pixelated photo of the realistic cat.
3448,5,dog,a black and white photo of the dog.,a bad photo of a old dog.
3449,8,ship,a pixelated photo of the ship.,a rendition of a modern ship.
3450,7,horse,a photo of a horse.,a photo of a old horse.
3451,5,dog,a pixelated photo of the dog.,a bright photo of a small dog.
3452,1,automobile,a bad photo of a automobile.,a small photo of the colorful automobile.
3453,5,dog,a blurry photo of a dog.,a black and white photo of the modern dog.
3454,2,bird,a pixelated photo of the bird.,a low resolution photo of a colorful bird.
3455,2,bird,a rendition of a bird.,a rendition of a small bird.
3456,5,dog,a blurry photo of a dog.,a blurry photo of a cute dog.
3457,3,cat,a bad photo of a cat.,a low resolution photo of a realistic cat.
3458,6,frog,a close-up photo of a frog.,a bright photo of a cute frog.
3459,5,dog,a small photo of the dog.,a bad photo of a cute dog.
3460,4,deer,a blurry photo of a deer.,a close-up photo of a realistic deer.
3461,3,cat,a bad photo of a cat.,a black and white photo of the old cat.
3462,2,bird,a pixelated photo of the bird.,a close-up photo of a cute bird.
3463,9,truck,a rendition of a truck.,a rendition of a colorful truck.
3464,4,deer,a low resolution photo of a deer.,a close-up photo of a strange deer.
3465,4,deer,a rendition of a deer.,a blurry photo of a fast deer.
3466,0,airplane,a low resolution photo of a airplane.,a small photo of the big airplane.
3467,1,automobile,a pixelated photo of the automobile.,a small photo of the cute automobile.
3468,8,ship,a pixelated photo of the ship.,a low resolution photo of a realistic ship.
3469,8,ship,a blurry photo of a ship.,a low resolution photo of a modern ship.
3470,6,frog,a jpeg corrupted photo of a frog.,a black and white photo of the noisy frog.
3471,5,dog,a low resolution photo of a dog.,a bright photo of a small dog.
3472,3,cat,a close-up photo of a cat.,a blurry photo of a modern cat.
3473,7,horse,a small photo of the horse.,a cropped photo of a noisy horse.
3474,2,bird,a small photo of the bird.,a cropped photo of a fast bird.
3475,3,cat,a pixelated photo of the cat.,a cropped photo of a strange cat.
3476,2,bird,a pixelated photo of the bird.,a bright photo of a cute bird.
3477,9,truck,a jpeg corrupted photo of a truck.,a pixelated photo of the modern truck.
3478,0,airplane,a close-up photo of a airplane.,a bad photo of a colorful airplane.
3479,9,truck,a rendition of a truck.,a small photo of the small truck.
3480,2,bird,a bad photo of a bird.,a blurry photo of a small bird.
3481,7,horse,a low resolution photo of a horse.,a cropped photo of a strange horse.
3482,8,ship,a small photo of the ship.,a low resolution photo of a noisy ship.
3483,1,automobile,a low resolution photo of a automobile.,a jpeg corrupted photo of a big automobile.
3484,2,bird,a small photo of the bird.,a blurry photo of a modern bird.
3485,1,automobile,a blurry photo of a automobile.,a small photo of the old automobile.
3486,3,cat,a bright photo of a cat.,a bad photo of a old cat.
3487,7,horse,a jpeg corrupted photo of a horse.,a cropped photo of a strange horse.
3488,2,bird,a photo of a bird.,a bad photo of a noisy bird.
3489,9,truck,a bright photo of a truck.,a small photo of the modern truck.
3490,3,cat,a cropped photo of a cat.,a pixelated photo of the cute cat.
3491,5,dog,a black and white photo of the dog.,a black and white photo of the small dog.
3492,5,dog,a black and white photo of the dog.,a photo of a colorful dog.
3493,8,ship,a bright photo of a ship.,a cropped photo of a cute ship.
3494,4,deer,a pixelated photo of the deer.,a close-up photo of a colorful deer.
3495,5,dog,a black and white photo of the dog.,a cropped photo of a noisy dog.
3496,5,dog,a photo of a dog.,a low resolution photo of a modern dog.
3497,8,ship,a bad photo of a ship.,a low resolution photo of a colorful ship.
3498,5,dog,a rendition of a dog.,a bright photo of a noisy dog.
3499,5,dog,a pixelated photo of the dog.,a blurry photo of a modern dog.
3500,6,frog,a close-up photo of a frog.,a low resolution photo of a realistic frog.
3501,9,truck,a close-up photo of a truck.,a close-up photo of a small truck.
3502,5,dog,a cropped photo of a dog.,a close-up photo of a realistic dog.
3503,8,ship,a black and white photo of the ship.,a rendition of a small ship.
3504,6,frog,a pixelated photo of the frog.,a blurry photo of a modern frog.
3505,1,automobile,a small photo of the automobile.,a bad photo of a cute automobile.
3506,2,bird,a bright photo of a bird.,a cropped photo of a small bird.
3507,4,deer,a close-up photo of a deer.,a close-up photo of a realistic deer.
3508,2,bird,a jpeg corrupted photo of a bird.,a jpeg corrupted photo of a fast bird.
3509,4,deer,a close-up photo of a deer.,a cropped photo of a strange deer.
3510,9,truck,a bad photo of a truck.,a pixelated photo of the modern truck.
3511,2,bird,a pixelated photo of the bird.,a rendition of a modern bird.
3512,1,automobile,a low resolution photo of a automobile.,a blurry photo of a noisy automobile.
3513,9,truck,a small photo of the truck.,a close-up photo of a small truck.
3514,3,cat,a jpeg corrupted photo of a cat.,a bright photo of a small cat.
3515,0,airplane,a bad photo of a airplane.,a bad photo of a modern airplane.
3516,8,ship,a cropped photo of a ship.,a black and white photo of the fast ship.
3517,2,bird,a bright photo of a bird.,a low resolution photo of a modern bird.
3518,8,ship,a blurry photo of a ship.,a close-up photo of a realistic ship.
3519,4,deer,a cropped photo of a deer.,a black and white photo of the strange deer.
3520,2,bird,a low resolution photo of a bird.,a bright photo of a modern bird.
3521,6,frog,a low resolution photo of a frog.,a black and white photo of the small frog.
3522,4,deer,a black and white photo of the deer.,a rendition of a big deer.
3523,1,automobile,a close-up photo of a automobile.,a jpeg corrupted photo of a small automobile.
3524,3,cat,a cropped photo of a cat.,a pixelated photo of the modern cat.
3525,6,frog,a bad photo of a frog.,a cropped photo of a strange frog.
3526,9,truck,a small photo of the truck.,a cropped photo of a big truck.
3527,4,deer,a blurry photo of a deer.,a blurry photo of a strange deer.
3528,6,frog,a black and white photo of the frog.,a black and white photo of the old frog.
3529,8,ship,a cropped photo of a ship.,a bright photo of a modern ship.
3530,6,frog,a low resolution photo of a frog.,a cropped photo of a colorful frog.
3531,9,truck,a jpeg corrupted photo of a truck.,a close-up photo of a colorful truck.
3532,6,frog,a bad photo of a frog.,a pixelated photo of the big frog.
3533,4,deer,a jpeg corrupted photo of a deer.,a bad photo of a noisy deer.
3534,7,horse,a photo of a horse.,a black and white photo of the colorful horse.
3535,2,bird,a cropped photo of a bird.,a bad photo of a strange bird.
3536,0,airplane,a close-up photo of a airplane.,a black and white photo of the old airplane.
3537,9,truck,a blurry photo of a truck.,a small photo of the realistic truck.
3538,4,deer,a photo of a deer.,a rendition of a fast deer.
3539,4,deer,a pixelated photo of the deer.,a cropped photo of a modern deer.
3540,4,deer,a small photo of the deer.,a rendition of a big deer.
3541,8,ship,a photo of a ship.,a pixelated photo of the fast ship.
3542,9,truck,a close-up photo of a truck.,a bright photo of a small truck.
3543,7,horse,a bright photo of a horse.,a low resolution photo of a strange horse.
3544,7,horse,a small photo of the horse.,a black and white photo of the realistic horse.
3545,9,truck,a rendition of a truck.,a small photo of the colorful truck.
3546,3,cat,a blurry photo of a cat.,a small photo of the colorful cat.
3547,5,dog,a cropped photo of a dog.,a cropped photo of a colorful dog.
3548,0,airplane,a cropped photo of a airplane.,a photo of a realistic airplane.
3549,0,airplane,a bad photo of a airplane.,a black and white photo of the strange airplane.
3550,3,cat,a bright photo of a cat.,a blurry photo of a small cat.
3551,3,cat,a rendition of a cat.,a bad photo of a modern cat.
3552,3,cat,a pixelated photo of the cat.,a cropped photo of a noisy cat.
3553,7,horse,a small photo of the horse.,a black and white photo of the strange horse.
3554,6,frog,a close-up photo of a frog.,a cropped photo of a noisy frog.
3555,1,automobile,a bad photo of a automobile.,a jpeg corrupted photo of a noisy automobile.
3556,4,deer,a bright photo of a deer.,a blurry photo of a old deer.
3557,5,dog,a rendition of a dog.,a pixelated photo of the realistic dog.
3558,2,bird,a bright photo of a bird.,a cropped photo of a small bird.
3559,4,deer,a blurry photo of a deer.,a black and white photo of the modern deer.
3560,4,deer,a cropped photo of a deer.,a rendition of a cute deer.
3561,8,ship,a black and white photo of the ship.,a jpeg corrupted photo of a colorful ship.
3562,5,dog,a cropped photo of a dog.,a bad photo of a noisy dog.
3563,6,frog,a low resolution photo of a frog.,a blurry photo of a fast frog.
3564,0,airplane,a low resolution photo of a airplane.,a close-up photo of a realistic airplane.
3565,3,cat,a bright photo of a cat.,a close-up photo of a noisy cat.
3566,4,deer,a jpeg corrupted photo of a deer.,a low resolution photo of a old deer.
3567,6,frog,a bright photo of a frog.,a bright photo of a cute frog.
3568,3,cat,a low resolution photo of a cat.,a black and white photo of the cute cat.
3569,2,bird,a bad photo of a bird.,a blurry photo of a small bird.
3570,0,airplane,a jpeg corrupted photo of a airplane.,a photo of a strange airplane.
3571,3,cat,a bright photo of a cat.,a photo of a noisy cat.
3572,5,dog,a blurry photo of a dog.,a bad photo of a modern dog.
3573,7,horse,a pixelated photo of the horse.,a rendition of a realistic horse.
3574,0,airplane,a black and white photo of the airplane.,a bright photo of a fast airplane.
3575,3,cat,a black and white photo of the cat.,a small photo of the small cat.
3576,5,dog,a black and white photo of the dog.,a rendition of a small dog.
3577,4,deer,a black and white photo of the deer.,a photo of a fast deer.
3578,7,horse,a bright photo of a horse.,a bright photo of a big horse.
3579,8,ship,a bad photo of a ship.,a bright photo of a big ship.
3580,5,dog,a pixelated photo of the dog.,a small photo of the strange dog.
3581,7,horse,a bad photo of a horse.,a small photo of the modern horse.
3582,0,airplane,a low resolution photo of a airplane.,a blurry photo of a modern airplane.
3583,2,bird,a jpeg corrupted photo of a bird.,a low resolution photo of a strange bird.
3584,8,ship,a black and white photo of the ship.,a black and white photo of the strange ship.
3585,0,airplane,a small photo of the airplane.,a blurry photo of a fast airplane.
3586,2,bird,a cropped photo of a bird.,a cropped photo of a colorful bird.
3587,4,deer,a black and white photo of the deer.,a jpeg corrupted photo of a big deer.
3588,6,frog,a low resolution photo of a frog.,a bad photo of a noisy frog.
3589,6,frog,a close-up photo of a frog.,a photo of a realistic frog.
3590,6,frog,a pixelated photo of the frog.,a rendition of a realistic frog.
3591,3,cat,a small photo of the cat.,a bright photo of a cute cat.
3592,7,horse,a close-up photo of a horse.,a low resolution photo of a fast horse.
3593,6,frog,a small photo of the frog.,a bad photo of a small frog.
3594,3,cat,a blurry photo of a cat.,a low resolution photo of a cute cat.
3595,5,dog,a pixelated photo of the dog.,a blurry photo of a old dog.
3596,9,truck,a low resolution photo of a truck.,a cropped photo of a big truck.
3597,9,truck,a close-up photo of a truck.,a bad photo of a big truck.
3598,7,horse,a bad photo of a horse.,a bad photo of a modern horse.
3599,4,deer,a rendition of a deer.,a rendition of a realistic deer.
3600,9,truck,a small photo of the truck.,a low resolution photo of a cute truck.
3601,1,automobile,a close-up photo of a automobile.,a small photo of the modern automobile.
3602,9,truck,a black and white photo of the truck.,a pixelated photo of the cute truck.
3603,6,frog,a low resolution photo of a frog.,a rendition of a fast frog.
3604,5,dog,a rendition of a dog.,a close-up photo of a fast dog.
3605,1,automobile,a small photo of the automobile.,a photo of a realistic automobile.
3606,7,horse,a bad photo of a horse.,a pixelated photo of the strange horse.
3607,0,airplane,a small photo of the airplane.,a rendition of a noisy airplane.
3608,2,bird,a pixelated photo of the bird.,a small photo of the small bird.
3609,0,airplane,a low resolution photo of a airplane.,a jpeg corrupted photo of a noisy airplane.
3610,2,bird,a photo of a bird.,a rendition of a small bird.
3611,7,horse,a small photo of the horse.,a close-up photo of a small horse.
3612,4,deer,a jpeg corrupted photo of a deer.,a photo of a modern deer.
3613,9,truck,a bright photo of a truck.,a pixelated photo of the realistic truck.
3614,8,ship,a close-up photo of a ship.,a small photo of the big ship.
3615,3,cat,a cropped photo of a cat.,a close-up photo of a realistic cat.
3616,5,dog,a small photo of the dog.,a rendition of a fast dog.
3617,3,cat,a close-up photo of a cat.,a low resolution photo of a colorful cat.
3618,0,airplane,a rendition of a airplane.,a rendition of a realistic airplane.
3619,5,dog,a bright photo of a dog.,a photo of a realistic dog.
3620,1,automobile,a bad photo of a automobile.,a small photo of the big automobile.
3621,6,frog,a cropped photo of a frog.,a blurry photo of a old frog.
3622,7,horse,a blurry photo of a horse.,a pixelated photo of the strange horse.
